CODGEO;LIBGEO;EPCI;LIBEPCI
12052;Capdenac-Gare;200067361;CC Grand-Figeac
12053;La Capelle-Balaguier;200069383;CC Ouest Aveyron Communauté
12054;La Capelle-Bleys;241200807;CC Aveyron Bas Ségala Viaur
12055;La Capelle-Bonance;200068484;CC des Causses à l'Aubrac
12056;Baraqueville;200068831;CC Pays Ségali Communauté
12057;Cassagnes-Bégonhès;200068831;CC Pays Ségali Communauté
12058;Cassuéjouls;200067171;CC Aubrac, Carladez et Viadène
12059;Castanet;200068831;CC Pays Ségali Communauté
12060;Castelmary;200068831;CC Pays Ségali Communauté
12061;Castelnau-de-Mandailles;200068484;CC des Causses à l'Aubrac
12062;Castelnau-Pégayrols;241200914;CC de la Muse et des Raspes du Tarn
12063;La Cavalerie;241200906;CC Larzac et Vallées
12064;Le Cayrol;200067478;CC Comtal Lot et Truyère
12065;Centrès;200068831;CC Pays Ségali Communauté
12066;Clairvaux-d'Aveyron;241200641;CC Conques-Marcillac
12067;Le Clapier;241200906;CC Larzac et Vallées
12068;Colombiès;200068831;CC Pays Ségali Communauté
12069;Combret;200067163;CC Monts, Rance et Rougier
12070;Compeyre;241200567;CC de Millau Grands Causses
12071;Compolibat;241200674;CC du Plateau de Montbazens
12072;Comprégnac;241200567;CC de Millau Grands Causses
12073;Comps-la-Grand-Ville;241200658;CC du Pays de Salars
12074;Condom-d'Aubrac;200067171;CC Aubrac, Carladez et Viadène
12075;Connac;241200542;CC du Réquistanais
12076;Conques-en-Rouergue;241200641;CC Conques-Marcillac
12077;Cornus;241200906;CC Larzac et Vallées
12078;Les Costes-Gozon;241200914;CC de la Muse et des Raspes du Tarn
12079;Coubisou;200067478;CC Comtal Lot et Truyère
12080;Coupiac;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12082;La Couvertoirade;241200906;CC Larzac et Vallées
12083;Cransac;200067064;CC Decazeville Communauté
12084;Creissels;241200567;CC de Millau Grands Causses
12085;Crespin;200068831;CC Pays Ségali Communauté
12086;La Cresse;241200567;CC de Millau Grands Causses
12088;Curières;200067171;CC Aubrac, Carladez et Viadène
12089;Decazeville;200067064;CC Decazeville Communauté
12090;Druelle Balsac;241200187;CA Rodez Agglomération
12091;Drulhe;241200674;CC du Plateau de Montbazens
12092;Durenque;241200542;CC du Réquistanais
12093;Le Fel;200067478;CC Comtal Lot et Truyère
12094;Entraygues-sur-Truyère;200067478;CC Comtal Lot et Truyère
12095;Escandolières;241200625;CC du Pays Rignacois
12096;Espalion;200067478;CC Comtal Lot et Truyère
12097;Espeyrac;200067478;CC Comtal Lot et Truyère
12098;Estaing;200067478;CC Comtal Lot et Truyère
12099;Fayet;200067163;CC Monts, Rance et Rougier
12100;Firmi;200067064;CC Decazeville Communauté
12101;Flagnac;200067064;CC Decazeville Communauté
12102;Flavin;241200658;CC du Pays de Salars
12103;Florentin-la-Capelle;200067171;CC Aubrac, Carladez et Viadène
12104;Foissac;200069383;CC Ouest Aveyron Communauté
12105;La Fouillade;200069383;CC Ouest Aveyron Communauté
12106;Gabriac;200067478;CC Comtal Lot et Truyère
12107;Gaillac-d'Aveyron;200068484;CC des Causses à l'Aubrac
12108;Galgan;241200674;CC du Plateau de Montbazens
12109;Gissac;200067163;CC Monts, Rance et Rougier
12110;Golinhac;200067478;CC Comtal Lot et Truyère
12111;Goutrens;241200625;CC du Pays Rignacois
12113;Gramond;200068831;CC Pays Ségali Communauté
12115;L'Hospitalet-du-Larzac;241200906;CC Larzac et Vallées
12116;Huparlac;200067171;CC Aubrac, Carladez et Viadène
12118;Lacroix-Barrez;200067171;CC Aubrac, Carladez et Viadène
12119;Laguiole;200067171;CC Aubrac, Carladez et Viadène
12120;Laissac-Sévérac l'Église;200068484;CC des Causses à l'Aubrac
12121;Lanuéjouls;241200674;CC du Plateau de Montbazens
12122;Lapanouse-de-Cernon;241200906;CC Larzac et Vallées
12124;Lassouts;200067478;CC Comtal Lot et Truyère
12125;Laval-Roquecezière;200067163;CC Monts, Rance et Rougier
12127;Lédergues;241200542;CC du Réquistanais
12128;Lescure-Jaoul;241200807;CC Aveyron Bas Ségala Viaur
12129;Lestrade-et-Thouels;241200914;CC de la Muse et des Raspes du Tarn
12130;Livinhac-le-Haut;200067064;CC Decazeville Communauté
12131;La Loubière;200067478;CC Comtal Lot et Truyère
12133;Luc-la-Primaube;241200187;CA Rodez Agglomération
12134;Lugan;241200674;CC du Plateau de Montbazens
12135;Lunac;200069383;CC Ouest Aveyron Communauté
12136;Maleville;200069383;CC Ouest Aveyron Communauté
12137;Manhac;200068831;CC Pays Ségali Communauté
12138;Marcillac-Vallon;241200641;CC Conques-Marcillac
12139;Marnhagues-et-Latour;241200906;CC Larzac et Vallées
12140;Martiel;200069383;CC Ouest Aveyron Communauté
12141;Martrin;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12142;Mayran;241200625;CC du Pays Rignacois
12143;Mélagues;200067163;CC Monts, Rance et Rougier
12144;Meljac;200068831;CC Pays Ségali Communauté
12145;Millau;241200567;CC de Millau Grands Causses
12146;Le Monastère;241200187;CA Rodez Agglomération
12147;Montagnol;200067163;CC Monts, Rance et Rougier
12148;Montbazens;241200674;CC du Plateau de Montbazens
12149;Montclar;241200542;CC du Réquistanais
12150;Monteils;200069383;CC Ouest Aveyron Communauté
12151;Montézic;200067171;CC Aubrac, Carladez et Viadène
12152;Montfranc;200067163;CC Monts, Rance et Rougier
12153;Montjaux;241200914;CC de la Muse et des Raspes du Tarn
12154;Montlaur;200067163;CC Monts, Rance et Rougier
12155;Fondamente;241200906;CC Larzac et Vallées
12156;Montpeyroux;200067171;CC Aubrac, Carladez et Viadène
12157;Montrozier;200067478;CC Comtal Lot et Truyère
12158;Montsalès;200069383;CC Ouest Aveyron Communauté
12159;Morlhon-le-Haut;200069383;CC Ouest Aveyron Communauté
12160;Mostuéjouls;241200567;CC de Millau Grands Causses
12161;Mouret;241200641;CC Conques-Marcillac
12162;Moyrazès;200068831;CC Pays Ségali Communauté
12163;Murasson;200067163;CC Monts, Rance et Rougier
12164;Mur-de-Barrez;200067171;CC Aubrac, Carladez et Viadène
12165;Muret-le-Château;241200641;CC Conques-Marcillac
12166;Murols;200067171;CC Aubrac, Carladez et Viadène
12167;Najac;200069383;CC Ouest Aveyron Communauté
12168;Nant;241200906;CC Larzac et Vallées
12169;Naucelle;200068831;CC Pays Ségali Communauté
12170;Naussac;200069383;CC Ouest Aveyron Communauté
12171;Nauviale;241200641;CC Conques-Marcillac
12172;Le Nayrac;200067478;CC Comtal Lot et Truyère
12174;Olemps;241200187;CA Rodez Agglomération
12175;Ols-et-Rinhodes;200069383;CC Ouest Aveyron Communauté
12176;Onet-le-Château;241200187;CA Rodez Agglomération
12177;Palmas d'Aveyron;200068484;CC des Causses à l'Aubrac
12178;Paulhe;241200567;CC de Millau Grands Causses
12179;Peux-et-Couffouleux;200067163;CC Monts, Rance et Rougier
12180;Peyreleau;241200567;CC de Millau Grands Causses
12181;Peyrusse-le-Roc;241200674;CC du Plateau de Montbazens
12182;Pierrefiche;200068484;CC des Causses à l'Aubrac
12183;Plaisance;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12184;Pomayrols;200068484;CC des Causses à l'Aubrac
12185;Pont-de-Salars;241200658;CC du Pays de Salars
12186;Pousthomy;200067163;CC Monts, Rance et Rougier
12187;Prades-d'Aubrac;200068484;CC des Causses à l'Aubrac
12188;Prades-Salars;241200658;CC du Pays de Salars
12189;Pradinas;200068831;CC Pays Ségali Communauté
12190;Prévinquières;241200807;CC Aveyron Bas Ségala Viaur
12191;Privezac;241200674;CC du Plateau de Montbazens
12192;Mounes-Prohencoux;200067163;CC Monts, Rance et Rougier
12193;Pruines;241200641;CC Conques-Marcillac
12194;Quins;200068831;CC Pays Ségali Communauté
12195;Rebourguil;200067163;CC Monts, Rance et Rougier
12197;Réquista;241200542;CC du Réquistanais
12198;Rieupeyroux;241200807;CC Aveyron Bas Ségala Viaur
12199;Rignac;241200625;CC du Pays Rignacois
12200;Rivière-sur-Tarn;241200567;CC de Millau Grands Causses
12201;Rodelle;200067478;CC Comtal Lot et Truyère
12202;Rodez;241200187;CA Rodez Agglomération
12203;Roquefort-sur-Soulzon;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12204;La Roque-Sainte-Marguerite;241200567;CC de Millau Grands Causses
12205;La Rouquette;200069383;CC Ouest Aveyron Communauté
12206;Roussennac;241200674;CC du Plateau de Montbazens
12207;Rullac-Saint-Cirq;241200542;CC du Réquistanais
12208;Saint-Affrique;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12209;Saint-Amans-des-Cots;200067171;CC Aubrac, Carladez et Viadène
12210;Saint-André-de-Najac;200069383;CC Ouest Aveyron Communauté
12211;Saint-André-de-Vézines;241200567;CC de Millau Grands Causses
12212;Saint-Beaulize;241200906;CC Larzac et Vallées
12213;Saint-Beauzély;241200914;CC de la Muse et des Raspes du Tarn
12214;Saint-Chély-d'Aubrac;200067171;CC Aubrac, Carladez et Viadène
12215;Saint-Christophe-Vallon;241200641;CC Conques-Marcillac
12216;Saint-Côme-d'Olt;200067478;CC Comtal Lot et Truyère
12217;Sainte-Croix;200069383;CC Ouest Aveyron Communauté
12219;Sainte-Eulalie-d'Olt;200068484;CC des Causses à l'Aubrac
12220;Sainte-Eulalie-de-Cernon;241200906;CC Larzac et Vallées
12221;Saint-Félix-de-Lunel;241200641;CC Conques-Marcillac
12222;Saint-Félix-de-Sorgues;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12223;Argences en Aubrac;200067171;CC Aubrac, Carladez et Viadène
12224;Saint Geniez d'Olt et d'Aubrac;200068484;CC des Causses à l'Aubrac
12225;Saint-Georges-de-Luzençon;241200567;CC de Millau Grands Causses
12226;Saint-Hippolyte;200067478;CC Comtal Lot et Truyère
12227;Saint-Igest;200069383;CC Ouest Aveyron Communauté
12228;Saint-Izaire;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12229;Saint-Jean-d'Alcapiès;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12230;Saint-Jean-Delnous;241200542;CC du Réquistanais
12231;Saint-Jean-du-Bruel;241200906;CC Larzac et Vallées
12232;Saint-Jean-et-Saint-Paul;241200906;CC Larzac et Vallées
12233;Saint-Juéry;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12234;Sainte-Juliette-sur-Viaur;200068831;CC Pays Ségali Communauté
12235;Saint-Just-sur-Viaur;200068831;CC Pays Ségali Communauté
12236;Saint-Laurent-de-Lévézou;241200765;CC de Lévézou Pareloup
12237;Saint-Laurent-d'Olt;200068484;CC des Causses à l'Aubrac
12238;Saint-Léons;241200765;CC de Lévézou Pareloup
12239;Saint-Martin-de-Lenne;200068484;CC des Causses à l'Aubrac
12240;Saint-Parthem;200067064;CC Decazeville Communauté
12241;Sainte-Radegonde;241200187;CA Rodez Agglomération
12242;Saint-Rémy;200069383;CC Ouest Aveyron Communauté
12243;Saint-Rome-de-Cernon;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12244;Saint-Rome-de-Tarn;241200914;CC de la Muse et des Raspes du Tarn
12246;Saint-Santin;200067064;CC Decazeville Communauté
12247;Saint-Saturnin-de-Lenne;200068484;CC des Causses à l'Aubrac
12248;Saint-Sernin-sur-Rance;200067163;CC Monts, Rance et Rougier
12249;Saint-Sever-du-Moustier;200067163;CC Monts, Rance et Rougier
12250;Saint-Symphorien-de-Thénières;200067171;CC Aubrac, Carladez et Viadène
12251;Saint-Victor-et-Melvieu;241200914;CC de la Muse et des Raspes du Tarn
12252;Salles-Courbatiès;200069383;CC Ouest Aveyron Communauté
12253;Salles-Curan;241200765;CC de Lévézou Pareloup
12254;Salles-la-Source;241200641;CC Conques-Marcillac
12255;Salmiech;241200658;CC du Pays de Salars
12256;Salvagnac-Cajarc;200067361;CC Grand-Figeac
12257;Causse-et-Diège;200067361;CC Grand-Figeac
12258;La Salvetat-Peyralès;241200807;CC Aveyron Bas Ségala Viaur
12259;Sanvensa;200069383;CC Ouest Aveyron Communauté
12260;Sauclières;241200906;CC Larzac et Vallées
12261;Saujac;200069383;CC Ouest Aveyron Communauté
12262;Sauveterre-de-Rouergue;200068831;CC Pays Ségali Communauté
12263;Savignac;200069383;CC Ouest Aveyron Communauté
12264;Sébazac-Concourès;241200187;CA Rodez Agglomération
12265;Sébrazac;200067478;CC Comtal Lot et Truyère
12266;Ségur;241200765;CC de Lévézou Pareloup
12267;La Selve;241200542;CC du Réquistanais
12268;Sénergues;241200641;CC Conques-Marcillac
12269;La Serre;200067163;CC Monts, Rance et Rougier
12270;Sévérac d'Aveyron;200068484;CC des Causses à l'Aubrac
12272;Sonnac;200067361;CC Grand-Figeac
12273;Soulages-Bonneval;200067171;CC Aubrac, Carladez et Viadène
12274;Sylvanès;200067163;CC Monts, Rance et Rougier
12275;Tauriac-de-Camarès;200067163;CC Monts, Rance et Rougier
12276;Tauriac-de-Naucelle;200068831;CC Pays Ségali Communauté
12277;Taussac;200067171;CC Aubrac, Carladez et Viadène
12278;Tayrac;241200807;CC Aveyron Bas Ségala Viaur
12280;Thérondels;200067171;CC Aubrac, Carladez et Viadène
12281;Toulonjac;200069383;CC Ouest Aveyron Communauté
12282;Tournemire;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12283;Trémouilles;241200658;CC du Pays de Salars
12284;Le Truel;241200914;CC de la Muse et des Raspes du Tarn
12286;Vabres-l'Abbaye;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12287;Vailhourles;200069383;CC Ouest Aveyron Communauté
12288;Valady;241200641;CC Conques-Marcillac
12289;Valzergues;241200674;CC du Plateau de Montbazens
12290;Vaureilles;241200674;CC du Plateau de Montbazens
12291;Verrières;241200914;CC de la Muse et des Raspes du Tarn
12292;Versols-et-Lapeyre;200067155;CC Saint Affricain, Roquefort, Sept Vallons
12293;Veyreau;241200567;CC de Millau Grands Causses
12294;Vézins-de-Lévézou;241200765;CC de Lévézou Pareloup
12295;Viala-du-Pas-de-Jaux;241200906;CC Larzac et Vallées
12296;Viala-du-Tarn;241200914;CC de la Muse et des Raspes du Tarn
12297;Le Vibal;241200658;CC du Pays de Salars
12298;Villecomtal;200067478;CC Comtal Lot et Truyère
12299;Villefranche-de-Panat;241200765;CC de Lévézou Pareloup
12300;Villefranche-de-Rouergue;200069383;CC Ouest Aveyron Communauté
12301;Villeneuve;200069383;CC Ouest Aveyron Communauté
12303;Vimenet;200068484;CC des Causses à l'Aubrac
12305;Viviez;200067064;CC Decazeville Communauté
12307;Curan;241200765;CC de Lévézou Pareloup
13001;Aix-en-Provence;200054807;Métropole d'Aix-Marseille-Provence
13002;Allauch;200054807;Métropole d'Aix-Marseille-Provence
13003;Alleins;200054807;Métropole d'Aix-Marseille-Provence
13004;Arles;241300417;CA d'Arles-Crau-Camargue-Montagnette
13005;Aubagne;200054807;Métropole d'Aix-Marseille-Provence
13006;Aureille;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13007;Auriol;200054807;Métropole d'Aix-Marseille-Provence
13008;Aurons;200054807;Métropole d'Aix-Marseille-Provence
13009;La Barben;200054807;Métropole d'Aix-Marseille-Provence
13010;Barbentane;200035087;CA Terre de Provence
13011;Les Baux-de-Provence;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13012;Beaurecueil;200054807;Métropole d'Aix-Marseille-Provence
13013;Belcodène;200054807;Métropole d'Aix-Marseille-Provence
13014;Berre-l'Étang;200054807;Métropole d'Aix-Marseille-Provence
13015;Bouc-Bel-Air;200054807;Métropole d'Aix-Marseille-Provence
13016;La Bouilladisse;200054807;Métropole d'Aix-Marseille-Provence
13017;Boulbon;241300417;CA d'Arles-Crau-Camargue-Montagnette
13018;Cabannes;200035087;CA Terre de Provence
13019;Cabriès;200054807;Métropole d'Aix-Marseille-Provence
13020;Cadolive;200054807;Métropole d'Aix-Marseille-Provence
13021;Carry-le-Rouet;200054807;Métropole d'Aix-Marseille-Provence
13022;Cassis;200054807;Métropole d'Aix-Marseille-Provence
13023;Ceyreste;200054807;Métropole d'Aix-Marseille-Provence
13024;Charleval;200054807;Métropole d'Aix-Marseille-Provence
13025;Châteauneuf-le-Rouge;200054807;Métropole d'Aix-Marseille-Provence
13026;Châteauneuf-les-Martigues;200054807;Métropole d'Aix-Marseille-Provence
13027;Châteaurenard;200035087;CA Terre de Provence
13028;La Ciotat;200054807;Métropole d'Aix-Marseille-Provence
13029;Cornillon-Confoux;200054807;Métropole d'Aix-Marseille-Provence
13030;Cuges-les-Pins;200054807;Métropole d'Aix-Marseille-Provence
13031;La Destrousse;200054807;Métropole d'Aix-Marseille-Provence
13032;Éguilles;200054807;Métropole d'Aix-Marseille-Provence
13033;Ensuès-la-Redonne;200054807;Métropole d'Aix-Marseille-Provence
13034;Eygalières;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13035;Eyguières;200054807;Métropole d'Aix-Marseille-Provence
13036;Eyragues;200035087;CA Terre de Provence
13037;La Fare-les-Oliviers;200054807;Métropole d'Aix-Marseille-Provence
13038;Fontvieille;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13039;Fos-sur-Mer;200054807;Métropole d'Aix-Marseille-Provence
13040;Fuveau;200054807;Métropole d'Aix-Marseille-Provence
13041;Gardanne;200054807;Métropole d'Aix-Marseille-Provence
13042;Gémenos;200054807;Métropole d'Aix-Marseille-Provence
13043;Gignac-la-Nerthe;200054807;Métropole d'Aix-Marseille-Provence
13044;Grans;200054807;Métropole d'Aix-Marseille-Provence
13045;Graveson;200035087;CA Terre de Provence
13046;Gréasque;200054807;Métropole d'Aix-Marseille-Provence
13047;Istres;200054807;Métropole d'Aix-Marseille-Provence
13048;Jouques;200054807;Métropole d'Aix-Marseille-Provence
13049;Lamanon;200054807;Métropole d'Aix-Marseille-Provence
13050;Lambesc;200054807;Métropole d'Aix-Marseille-Provence
13051;Lançon-Provence;200054807;Métropole d'Aix-Marseille-Provence
13052;Maillane;200035087;CA Terre de Provence
13053;Mallemort;200054807;Métropole d'Aix-Marseille-Provence
13054;Marignane;200054807;Métropole d'Aix-Marseille-Provence
13055;Marseille;200054807;Métropole d'Aix-Marseille-Provence
13056;Martigues;200054807;Métropole d'Aix-Marseille-Provence
13057;Mas-Blanc-des-Alpilles;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13058;Maussane-les-Alpilles;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13059;Meyrargues;200054807;Métropole d'Aix-Marseille-Provence
13060;Meyreuil;200054807;Métropole d'Aix-Marseille-Provence
13061;Saint-Pierre-de-Mézoargues;241300417;CA d'Arles-Crau-Camargue-Montagnette
13062;Mimet;200054807;Métropole d'Aix-Marseille-Provence
13063;Miramas;200054807;Métropole d'Aix-Marseille-Provence
13064;Mollégès;200035087;CA Terre de Provence
13065;Mouriès;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13066;Noves;200035087;CA Terre de Provence
13067;Orgon;200035087;CA Terre de Provence
13068;Paradou;241300375;CC Vallée des Baux-Alpilles (CC VBA)
13069;Pélissanne;200054807;Métropole d'Aix-Marseille-Provence
13070;La Penne-sur-Huveaune;200054807;Métropole d'Aix-Marseille-Provence
13071;Les Pennes-Mirabeau;200054807;Métropole d'Aix-Marseille-Provence
13072;Peynier;200054807;Métropole d'Aix-Marseille-Provence
13073;Peypin;200054807;Métropole d'Aix-Marseille-Provence
13074;Peyrolles-en-Provence;200054807;Métropole d'Aix-Marseille-Provence
13075;Plan-de-Cuques;200054807;Métropole d'Aix-Marseille-Provence
13076;Plan-d'Orgon;200035087;CA Terre de Provence
13077;Port-de-Bouc;200054807;Métropole d'Aix-Marseille-Provence
13078;Port-Saint-Louis-du-Rhône;200054807;Métropole d'Aix-Marseille-Provence
13079;Puyloubier;200054807;Métropole d'Aix-Marseille-Provence
13080;Le Puy-Sainte-Réparade;200054807;Métropole d'Aix-Marseille-Provence
13081;Rognac;200054807;Métropole d'Aix-Marseille-Provence
13082;Rognes;200054807;Métropole d'Aix-Marseille-Provence
13083;Rognonas;200035087;CA Terre de Provence
13084;La Roque-d'Anthéron;200054807;Métropole d'Aix-Marseille-Provence
13085;Roquefort-la-Bédoule;200054807;Métropole d'Aix-Marseille-Provence
