CODGEO;LIBGEO;EPCI;LIBEPCI
67120;Eichhoffen;200034270;CC du Pays de Barr
67121;Elsenheim;200030526;CC du Ried de Marckolsheim
67122;Wangenbourg-Engenthal;200068864;CC de la Mossig et du Vignoble
67123;Engwiller;200067874;CA de Haguenau
67124;Entzheim;246700488;Eurométropole de Strasbourg
67125;Epfig;200034270;CC du Pays de Barr
67126;Erckartswiller;200067783;CC de Hanau-La Petite Pierre
67127;Ergersheim;246701064;CC de la Région de Molsheim-Mutzig
67128;Ernolsheim-Bruche;246701064;CC de la Région de Molsheim-Mutzig
67129;Ernolsheim-lès-Saverne;200068112;CC du Pays de Saverne
67130;Erstein;200067924;CC du Canton d'Erstein
67131;Eschau;246700488;Eurométropole de Strasbourg
67132;Eschbach;200013050;CC Sauer-Pechelbronn
67133;Eschbourg;200067783;CC de Hanau-La Petite Pierre
67134;Eschwiller;200067841;CC de l'Alsace Bossue
67135;Ettendorf;246700959;CC du Pays de la Zorn
67136;Eywiller;200067841;CC de l'Alsace Bossue
67137;Fegersheim;246700488;Eurométropole de Strasbourg
67138;Fessenheim-le-Bas;200034635;CC du Kochersberg
67139;Flexbourg;200068864;CC de la Mossig et du Vignoble
67140;Forstfeld;200041325;CC du Pays Rhénan
67141;Forstheim;200013050;CC Sauer-Pechelbronn
67142;Fort-Louis;200041325;CC du Pays Rhénan
67143;Fouchy;246700777;CC de la Vallée de Villé
67144;Fouday;246700306;CC de la Vallée de la Bruche
67145;Friedolsheim;200068112;CC du Pays de Saverne
67146;Friesenheim;200067924;CC du Canton d'Erstein
67147;Frœschwiller;200013050;CC Sauer-Pechelbronn
67148;Frohmuhl;200067783;CC de Hanau-La Petite Pierre
67149;Furchhausen;200068112;CC du Pays de Saverne
67150;Furdenheim;200034635;CC du Kochersberg
67151;Gambsheim;200041325;CC du Pays Rhénan
67152;Geispolsheim;246700488;Eurométropole de Strasbourg
67153;Geiswiller-Zœbersdorf;246700959;CC du Pays de la Zorn
67154;Gerstheim;200067924;CC du Canton d'Erstein
67155;Gertwiller;200034270;CC du Pays de Barr
67156;Geudertheim;246700843;CC de la Basse-Zorn
67159;Gœrlingen;200067841;CC de l'Alsace Bossue
67160;Gœrsdorf;200013050;CC Sauer-Pechelbronn
67161;Gottenhouse;200068112;CC du Pays de Saverne
67162;Gottesheim;200068112;CC du Pays de Saverne
67163;Gougenheim;200034635;CC du Kochersberg
67164;Goxwiller;200034270;CC du Pays de Barr
67165;Grandfontaine;246700306;CC de la Vallée de la Bruche
67166;Grassendorf;246700959;CC du Pays de la Zorn
67167;Grendelbruch;246700744;CC des Portes de Rosheim
67168;Gresswiller;246701064;CC de la Région de Molsheim-Mutzig
67169;Gries;246700843;CC de la Basse-Zorn
67172;Griesheim-près-Molsheim;246700744;CC des Portes de Rosheim
67173;Griesheim-sur-Souffel;200034635;CC du Kochersberg
67174;Gumbrechtshoffen;246701098;CC du Pays de Niederbronn-les-Bains
67176;Gundershoffen;246701098;CC du Pays de Niederbronn-les-Bains
67177;Gunstett;200013050;CC Sauer-Pechelbronn
67178;Gungwiller;200067841;CC de l'Alsace Bossue
67179;Haegen;200068112;CC du Pays de Saverne
67180;Haguenau;200067874;CA de Haguenau
67181;Handschuheim;200034635;CC du Kochersberg
67182;Hangenbieten;246700488;Eurométropole de Strasbourg
67183;Harskirchen;200067841;CC de l'Alsace Bossue
67184;Hatten;200040178;CC de l'Outre-Forêt
67185;Hattmatt;200068112;CC du Pays de Saverne
67186;Hegeney;200013050;CC Sauer-Pechelbronn
67187;Heidolsheim;200030526;CC du Ried de Marckolsheim
67188;Heiligenberg;246701064;CC de la Région de Molsheim-Mutzig
67189;Heiligenstein;200034270;CC du Pays de Barr
67190;Hengwiller;200068112;CC du Pays de Saverne
67191;Herbitzheim;200067841;CC de l'Alsace Bossue
67192;Herbsheim;200067924;CC du Canton d'Erstein
67194;Herrlisheim;200041325;CC du Pays Rhénan
67195;Hessenheim;200030526;CC du Ried de Marckolsheim
67196;Hilsenheim;200030526;CC du Ried de Marckolsheim
67197;Hindisheim;200067924;CC du Canton d'Erstein
67198;Hinsbourg;200067783;CC de Hanau-La Petite Pierre
67199;Hinsingen;200067841;CC de l'Alsace Bossue
67200;Hipsheim;200067924;CC du Canton d'Erstein
67201;Hirschland;200067841;CC de l'Alsace Bossue
67202;Hochfelden;246700959;CC du Pays de la Zorn
67203;Hochstett;200067874;CA de Haguenau
67204;Hœnheim;246700488;Eurométropole de Strasbourg
67205;Hœrdt;246700843;CC de la Basse-Zorn
67206;Hoffen;200040178;CC de l'Outre-Forêt
67208;Hohengœft;200068864;CC de la Mossig et du Vignoble
67209;Hohfrankenheim;246700959;CC du Pays de la Zorn
67210;Le Hohwald;200034270;CC du Pays de Barr
67212;Holtzheim;246700488;Eurométropole de Strasbourg
67213;Hunspach;246700926;CC du Pays de Wissembourg
67214;Hurtigheim;200034635;CC du Kochersberg
67215;Huttendorf;200067874;CA de Haguenau
67216;Huttenheim;200067924;CC du Canton d'Erstein
67217;Ichtratzheim;200067924;CC du Canton d'Erstein
67218;Illkirch-Graffenstaden;246700488;Eurométropole de Strasbourg
67220;Ingenheim;246700959;CC du Pays de la Zorn
67221;Ingolsheim;246700926;CC du Pays de Wissembourg
67222;Ingwiller;200067783;CC de Hanau-La Petite Pierre
67223;Innenheim;246701080;CC du Pays de Sainte-Odile
67225;Issenhausen;246700959;CC du Pays de la Zorn
67226;Ittenheim;200034635;CC du Kochersberg
67227;Itterswiller;200034270;CC du Pays de Barr
67228;Neugartheim-Ittlenheim;200034635;CC du Kochersberg
67229;Jetterswiller;200068864;CC de la Mossig et du Vignoble
67230;Kaltenhouse;200067874;CA de Haguenau
67231;Kauffenheim;200041325;CC du Pays Rhénan
67232;Keffenach;200040178;CC de l'Outre-Forêt
67233;Kertzfeld;200067924;CC du Canton d'Erstein
67234;Keskastel;200067841;CC de l'Alsace Bossue
67235;Kesseldorf;200041283;CC de la Plaine du Rhin
67236;Kienheim;200034635;CC du Kochersberg
67237;Kilstett;200041325;CC du Pays Rhénan
67238;Kindwiller;200067874;CA de Haguenau
67239;Kintzheim;246700967;CC de Sélestat
67240;Kirchheim;200068864;CC de la Mossig et du Vignoble
67241;Kirrberg;200067841;CC de l'Alsace Bossue
67242;Kirrwiller;200067783;CC de Hanau-La Petite Pierre
67244;Kleingœft;200068112;CC du Pays de Saverne
67245;Knœrsheim;200068864;CC de la Mossig et du Vignoble
67246;Kogenheim;200067924;CC du Canton d'Erstein
67247;Kolbsheim;246700488;Eurométropole de Strasbourg
67248;Krautergersheim;246701080;CC du Pays de Sainte-Odile
67249;Krautwiller;200067874;CA de Haguenau
67250;Kriegsheim;200067874;CA de Haguenau
67252;Kurtzenhouse;246700843;CC de la Basse-Zorn
67253;Kuttolsheim;200034635;CC du Kochersberg
67254;Kutzenhausen;200013050;CC Sauer-Pechelbronn
67255;Lalaye;246700777;CC de la Vallée de Villé
67256;Lampertheim;246700488;Eurométropole de Strasbourg
67257;Lampertsloch;200013050;CC Sauer-Pechelbronn
67258;Landersheim;200068112;CC du Pays de Saverne
67259;Langensoultzbach;200013050;CC Sauer-Pechelbronn
67260;Laubach;200013050;CC Sauer-Pechelbronn
67261;Lauterbourg;200041283;CC de la Plaine du Rhin
67263;Lembach;200013050;CC Sauer-Pechelbronn
67264;Leutenheim;200041325;CC du Pays Rhénan
67265;Lichtenberg;200067783;CC de Hanau-La Petite Pierre
67266;Limersheim;200067924;CC du Canton d'Erstein
67267;Lingolsheim;246700488;Eurométropole de Strasbourg
67268;Lipsheim;246700488;Eurométropole de Strasbourg
67269;Littenheim;200068112;CC du Pays de Saverne
67270;Lixhausen;246700959;CC du Pays de la Zorn
67271;Lobsann;200013050;CC Sauer-Pechelbronn
67272;Lochwiller;200068112;CC du Pays de Saverne
67273;Lohr;200067783;CC de Hanau-La Petite Pierre
67274;Lorentzen;200067841;CC de l'Alsace Bossue
67275;Lupstein;200068112;CC du Pays de Saverne
67276;Lutzelhouse;246700306;CC de la Vallée de la Bruche
67277;Mackenheim;200030526;CC du Ried de Marckolsheim
67278;Mackwiller;200067841;CC de l'Alsace Bossue
67279;Maennolsheim;200068112;CC du Pays de Saverne
67280;Maisonsgoutte;246700777;CC de la Vallée de Villé
67281;Marckolsheim;200030526;CC du Ried de Marckolsheim
67282;Marlenheim;200068864;CC de la Mossig et du Vignoble
67283;Marmoutier;200068112;CC du Pays de Saverne
67285;Matzenheim;200067924;CC du Canton d'Erstein
67286;Meistratzheim;246701080;CC du Pays de Sainte-Odile
67287;Melsheim;246700959;CC du Pays de la Zorn
67288;Memmelshoffen;200040178;CC de l'Outre-Forêt
67289;Menchhoffen;200067783;CC de Hanau-La Petite Pierre
67290;Merkwiller-Pechelbronn;200013050;CC Sauer-Pechelbronn
67291;Mertzwiller;246701098;CC du Pays de Niederbronn-les-Bains
67292;Mietesheim;246701098;CC du Pays de Niederbronn-les-Bains
67293;Minversheim;246700959;CC du Pays de la Zorn
67295;Mittelbergheim;200034270;CC du Pays de Barr
67296;Mittelhausbergen;246700488;Eurométropole de Strasbourg
67298;Mittelschaeffolsheim;200067874;CA de Haguenau
67299;Mollkirch;246700744;CC des Portes de Rosheim
67300;Molsheim;246701064;CC de la Région de Molsheim-Mutzig
67301;Mommenheim;200067874;CA de Haguenau
67302;Monswiller;200068112;CC du Pays de Saverne
67303;Morsbronn-les-Bains;200013050;CC Sauer-Pechelbronn
67304;Morschwiller;200067874;CA de Haguenau
67305;Mothern;200041283;CC de la Plaine du Rhin
67306;Muhlbach-sur-Bruche;246700306;CC de la Vallée de la Bruche
67307;Mulhausen;200067783;CC de Hanau-La Petite Pierre
67308;Munchhausen;200041283;CC de la Plaine du Rhin
67309;Mundolsheim;246700488;Eurométropole de Strasbourg
67310;Mussig;246700967;CC de Sélestat
67311;Muttersholtz;246700967;CC de Sélestat
67312;Mutzenhouse;246700959;CC du Pays de la Zorn
67313;Mutzig;246701064;CC de la Région de Molsheim-Mutzig
67314;Natzwiller;246700306;CC de la Vallée de la Bruche
67315;Neewiller-près-Lauterbourg;200041283;CC de la Plaine du Rhin
67317;Neubois;246700777;CC de la Vallée de Villé
67319;Neuhaeusel;200041325;CC du Pays Rhénan
67320;Neuve-Église;246700777;CC de la Vallée de Villé
67321;Neuviller-la-Roche;246700306;CC de la Vallée de la Bruche
67322;Neuwiller-lès-Saverne;200067783;CC de Hanau-La Petite Pierre
67324;Niederbronn-les-Bains;246701098;CC du Pays de Niederbronn-les-Bains
67325;Niederhaslach;246701064;CC de la Région de Molsheim-Mutzig
67326;Niederhausbergen;246700488;Eurométropole de Strasbourg
67327;Niederlauterbach;200041283;CC de la Plaine du Rhin
67328;Niedermodern;200067874;CA de Haguenau
67329;Niedernai;246701080;CC du Pays de Sainte-Odile
67330;Niederrœdern;200041283;CC de la Plaine du Rhin
67331;Niederschaeffolsheim;200067874;CA de Haguenau
67333;Niedersoultzbach;200067783;CC de Hanau-La Petite Pierre
67334;Niedersteinbach;200013050;CC Sauer-Pechelbronn
67335;Nordheim;200068864;CC de la Mossig et du Vignoble
67336;Nordhouse;200067924;CC du Canton d'Erstein
67337;Nothalten;200034270;CC du Pays de Barr
67338;Obenheim;200067924;CC du Canton d'Erstein
67339;Betschdorf;200040178;CC de l'Outre-Forêt
67340;Oberbronn;246701098;CC du Pays de Niederbronn-les-Bains
67341;Oberdorf-Spachbach;200013050;CC Sauer-Pechelbronn
67342;Oberhaslach;246701064;CC de la Région de Molsheim-Mutzig
67343;Oberhausbergen;246700488;Eurométropole de Strasbourg
67344;Oberhoffen-lès-Wissembourg;246700926;CC du Pays de Wissembourg
67345;Oberhoffen-sur-Moder;200067874;CA de Haguenau
67346;Oberlauterbach;200041283;CC de la Plaine du Rhin
67347;Obermodern-Zutzendorf;200067783;CC de Hanau-La Petite Pierre
67348;Obernai;246701080;CC du Pays de Sainte-Odile
67349;Oberrœdern;200040178;CC de l'Outre-Forêt
67350;Oberschaeffolsheim;246700488;Eurométropole de Strasbourg
67351;Seebach;246700926;CC du Pays de Wissembourg
67352;Obersoultzbach;200067783;CC de Hanau-La Petite Pierre
67353;Obersteinbach;200013050;CC Sauer-Pechelbronn
67354;Odratzheim;200068864;CC de la Mossig et du Vignoble
67355;Oermingen;200067841;CC de l'Alsace Bossue
67356;Offendorf;200041325;CC du Pays Rhénan
67358;Offwiller;246701098;CC du Pays de Niederbronn-les-Bains
67359;Ohlungen;200067874;CA de Haguenau
67360;Ohnenheim;200030526;CC du Ried de Marckolsheim
67361;Olwisheim;200067874;CA de Haguenau
67362;Orschwiller;246700967;CC de Sélestat
67363;Osthoffen;246700488;Eurométropole de Strasbourg
67364;Osthouse;200067924;CC du Canton d'Erstein
67365;Ostwald;246700488;Eurométropole de Strasbourg
67366;Ottersthal;200068112;CC du Pays de Saverne
67367;Otterswiller;200068112;CC du Pays de Saverne
67368;Ottrott;246700744;CC des Portes de Rosheim
67369;Ottwiller;200067841;CC de l'Alsace Bossue
67370;Petersbach;200067783;CC de Hanau-La Petite Pierre
67371;La Petite-Pierre;200067783;CC de Hanau-La Petite Pierre
67372;Val-de-Moder;200067874;CA de Haguenau
67373;Pfalzweyer;200067783;CC de Hanau-La Petite Pierre
67375;Pfulgriesheim;200034635;CC du Kochersberg
67377;Plaine;246700306;CC de la Vallée de la Bruche
67378;Plobsheim;246700488;Eurométropole de Strasbourg
67379;Preuschdorf;200013050;CC Sauer-Pechelbronn
67380;Printzheim;200068112;CC du Pays de Saverne
67381;Puberg;200067783;CC de Hanau-La Petite Pierre
67382;Quatzenheim;200034635;CC du Kochersberg
67383;Rangen;200068864;CC de la Mossig et du Vignoble
67384;Ranrupt;246700306;CC de la Vallée de la Bruche
67385;Ratzwiller;200067841;CC de l'Alsace Bossue
67386;Rauwiller;200067841;CC de l'Alsace Bossue
67387;Reichsfeld;200034270;CC du Pays de Barr
67388;Reichshoffen;246701098;CC du Pays de Niederbronn-les-Bains
67389;Reichstett;246700488;Eurométropole de Strasbourg
67391;Reinhardsmunster;200068112;CC du Pays de Saverne
67392;Reipertswiller;200067783;CC de Hanau-La Petite Pierre
67394;Retschwiller;200040178;CC de l'Outre-Forêt
67395;Reutenbourg;200068112;CC du Pays de Saverne
67396;Rexingen;200067841;CC de l'Alsace Bossue
67397;Rhinau;200067924;CC du Canton d'Erstein
67398;Richtolsheim;200030526;CC du Ried de Marckolsheim
67400;Riedseltz;246700926;CC du Pays de Wissembourg
67401;Rimsdorf;200067841;CC de l'Alsace Bossue
67403;Ringendorf;200067783;CC de Hanau-La Petite Pierre
67404;Rittershoffen;200040178;CC de l'Outre-Forêt
67405;Rœschwoog;200041325;CC du Pays Rhénan
67406;Rohr;200034635;CC du Kochersberg
67407;Rohrwiller;200067874;CA de Haguenau
67408;Romanswiller;200068864;CC de la Mossig et du Vignoble
67409;Roppenheim;200041325;CC du Pays Rhénan
67410;Rosenwiller;246700744;CC des Portes de Rosheim
67411;Rosheim;246700744;CC des Portes de Rosheim
67412;Rossfeld;200067924;CC du Canton d'Erstein
67413;Rosteig;200067783;CC de Hanau-La Petite Pierre
67414;Rothau;246700306;CC de la Vallée de la Bruche
67415;Rothbach;246701098;CC du Pays de Niederbronn-les-Bains
67416;Rott;246700926;CC du Pays de Wissembourg
67417;Rottelsheim;200067874;CA de Haguenau
67418;Rountzenheim-Auenheim;200041325;CC du Pays Rhénan
67420;Russ;246700306;CC de la Vallée de la Bruche
67421;Saales;246700306;CC de la Vallée de la Bruche
67422;Saasenheim;200030526;CC du Ried de Marckolsheim
67423;Saessolsheim;200068112;CC du Pays de Saverne
67424;Saint-Blaise-la-Roche;246700306;CC de la Vallée de la Bruche
67425;Saint-Jean-Saverne;200068112;CC du Pays de Saverne
67426;Saint-Martin;246700777;CC de la Vallée de Villé
67427;Saint-Maurice;246700777;CC de la Vallée de Villé
67428;Saint-Nabor;246700744;CC des Portes de Rosheim
67429;Saint-Pierre;200034270;CC du Pays de Barr
67430;Saint-Pierre-Bois;246700777;CC de la Vallée de Villé
67432;Salmbach;200041283;CC de la Plaine du Rhin
67433;Sand;200067924;CC du Canton d'Erstein
67434;Sarre-Union;200067841;CC de l'Alsace Bossue
67435;Sarrewerden;200067841;CC de l'Alsace Bossue
67436;Saulxures;246700306;CC de la Vallée de la Bruche
67437;Saverne;200068112;CC du Pays de Saverne
67438;Schaeffersheim;200067924;CC du Canton d'Erstein
67440;Schaffhouse-près-Seltz;200041283;CC de la Plaine du Rhin
67441;Schalkendorf;200067783;CC de Hanau-La Petite Pierre
67442;Scharrachbergheim-Irmstett;200068864;CC de la Mossig et du Vignoble
67443;Scheibenhard;200041283;CC de la Plaine du Rhin
67444;Scherlenheim;246700959;CC du Pays de la Zorn
67445;Scherwiller;246700967;CC de Sélestat
67446;Schillersdorf;200067783;CC de Hanau-La Petite Pierre
67447;Schiltigheim;246700488;Eurométropole de Strasbourg
67448;Schirmeck;246700306;CC de la Vallée de la Bruche
67449;Schirrhein;200067874;CA de Haguenau
67450;Schirrhoffen;200067874;CA de Haguenau
67451;Schleithal;246700926;CC du Pays de Wissembourg
67452;Schnersheim;200034635;CC du Kochersberg
67453;Schœnau;200030526;CC du Ried de Marckolsheim
67454;Schœnbourg;200067783;CC de Hanau-La Petite Pierre
67455;Schœnenbourg;200040178;CC de l'Outre-Forêt
67456;Schopperten;200067841;CC de l'Alsace Bossue
67458;Schweighouse-sur-Moder;200067874;CA de Haguenau
67459;Schwenheim;200068112;CC du Pays de Saverne
67460;Schwindratzheim;246700959;CC du Pays de la Zorn
67461;Schwobsheim;200030526;CC du Ried de Marckolsheim
67462;Sélestat;246700967;CC de Sélestat
67463;Seltz;200041283;CC de la Plaine du Rhin
67464;Sermersheim;200067924;CC du Canton d'Erstein
67465;Sessenheim;200041325;CC du Pays Rhénan
67466;Siegen;200041283;CC de la Plaine du Rhin
67467;Siewiller;200067841;CC de l'Alsace Bossue
67468;Siltzheim;200070746;CA Sarreguemines Confluences
67470;Solbach;246700306;CC de la Vallée de la Bruche
67471;Souffelweyersheim;246700488;Eurométropole de Strasbourg
67472;Soufflenheim;200041325;CC du Pays Rhénan
67473;Soultz-les-Bains;246701064;CC de la Région de Molsheim-Mutzig
67474;Soultz-sous-Forêts;200040178;CC de l'Outre-Forêt
67475;Sparsbach;200067783;CC de Hanau-La Petite Pierre
67476;Stattmatten;200041325;CC du Pays Rhénan
67477;Steige;246700777;CC de la Vallée de Villé
67478;Steinbourg;200068112;CC du Pays de Saverne
67479;Steinseltz;246700926;CC du Pays de Wissembourg
67480;Still;246701064;CC de la Région de Molsheim-Mutzig
67481;Stotzheim;200034270;CC du Pays de Barr
67482;Strasbourg;246700488;Eurométropole de Strasbourg
67483;Struth;200067783;CC de Hanau-La Petite Pierre
67484;Stundwiller;200040178;CC de l'Outre-Forêt
67485;Stutzheim-Offenheim;200034635;CC du Kochersberg
67486;Sundhouse;200030526;CC du Ried de Marckolsheim
67487;Surbourg;200040178;CC de l'Outre-Forêt
67488;Thal-Drulingen;200067841;CC de l'Alsace Bossue
67489;Thal-Marmoutier;200068112;CC du Pays de Saverne
67490;Thanvillé;246700777;CC de la Vallée de Villé
67491;Tieffenbach;200067783;CC de Hanau-La Petite Pierre
67492;Traenheim;200068864;CC de la Mossig et du Vignoble
67493;Triembach-au-Val;246700777;CC de la Vallée de Villé
67494;Trimbach;200041283;CC de la Plaine du Rhin
67495;Truchtersheim;200034635;CC du Kochersberg
67497;Uhlwiller;200067874;CA de Haguenau
67498;Uhrwiller;200067874;CA de Haguenau
67499;Urbeis;246700777;CC de la Vallée de Villé
67500;Urmatt;246700306;CC de la Vallée de la Bruche
67501;Uttenheim;200067924;CC du Canton d'Erstein
67502;Uttenhoffen;246701098;CC du Pays de Niederbronn-les-Bains
67503;Uttwiller;200067783;CC de Hanau-La Petite Pierre
67504;Valff;200034270;CC du Pays de Barr
67505;La Vancelle;246700967;CC de Sélestat
67506;Vendenheim;246700488;Eurométropole de Strasbourg
67507;Villé;246700777;CC de la Vallée de Villé
67508;Vœllerdingen;200067841;CC de l'Alsace Bossue
67509;Volksberg;200067841;CC de l'Alsace Bossue
67510;Wahlenheim;200067874;CA de Haguenau
67511;Walbourg;200013050;CC Sauer-Pechelbronn
67513;Waldersbach;246700306;CC de la Vallée de la Bruche
67514;Waldhambach;200067841;CC de l'Alsace Bossue
67515;Waldolwisheim;200068112;CC du Pays de Saverne
67516;Waltenheim-sur-Zorn;246700959;CC du Pays de la Zorn
67517;Wangen;200068864;CC de la Mossig et du Vignoble
67519;La Wantzenau;246700488;Eurométropole de Strasbourg
67520;Wasselonne;200068864;CC de la Mossig et du Vignoble
67521;Weinbourg;200067783;CC de Hanau-La Petite Pierre
67522;Weislingen;200067841;CC de l'Alsace Bossue
67523;Weitbruch;246700843;CC de la Basse-Zorn
67524;Weiterswiller;200067783;CC de Hanau-La Petite Pierre
67525;Westhoffen;200068864;CC de la Mossig et du Vignoble
67526;Westhouse;200067924;CC du Canton d'Erstein
67527;Westhouse-Marmoutier;200068112;CC du Pays de Saverne
67528;Weyer;200067841;CC de l'Alsace Bossue
67529;Weyersheim;246700843;CC de la Basse-Zorn
67530;Wickersheim-Wilshausen;246700959;CC du Pays de la Zorn
67531;Wildersbach;246700306;CC de la Vallée de la Bruche
67532;Willgottheim;200034635;CC du Kochersberg
67534;Wilwisheim;246700959;CC du Pays de la Zorn
67535;Wimmenau;200067783;CC de Hanau-La Petite Pierre
67536;Windstein;246701098;CC du Pays de Niederbronn-les-Bains
67537;Wingen;200013050;CC Sauer-Pechelbronn
67538;Wingen-sur-Moder;200067783;CC de Hanau-La Petite Pierre
67539;Wingersheim les Quatre Bans;246700959;CC du Pays de la Zorn
67540;Wintershouse;200067874;CA de Haguenau
67541;Wintzenbach;200041283;CC de la Plaine du Rhin
67542;Wintzenheim-Kochersberg;200034635;CC du Kochersberg
67543;Wisches;246700306;CC de la Vallée de la Bruche
67544;Wissembourg;246700926;CC du Pays de Wissembourg
67545;Witternheim;200067924;CC du Canton d'Erstein
67546;Wittersheim;200067874;CA de Haguenau
67547;Wittisheim;200030526;CC du Ried de Marckolsheim
67548;Wiwersheim;200034635;CC du Kochersberg
67550;Wœrth;200013050;CC Sauer-Pechelbronn
67551;Wolfisheim;246700488;Eurométropole de Strasbourg
67552;Wolfskirchen;200067841;CC de l'Alsace Bossue
67553;Wolschheim;200068112;CC du Pays de Saverne
67554;Wolxheim;246701064;CC de la Région de Molsheim-Mutzig
67555;Zehnacker;200068864;CC de la Mossig et du Vignoble
67556;Zeinheim;200068864;CC de la Mossig et du Vignoble
67557;Zellwiller;200034270;CC du Pays de Barr
67558;Zinswiller;246701098;CC du Pays de Niederbronn-les-Bains
67559;Zittersheim;200067783;CC de Hanau-La Petite Pierre
68001;Algolsheim;200066025;CC Pays Rhin - Brisach
68002;Altenach;200066033;CC Sud Alsace Largue
68004;Altkirch;200066041;CC Sundgau
68005;Ammerschwihr;246800551;CC de la Vallée de Kaysersberg
68006;Bernwiller;200066033;CC Sud Alsace Largue
68007;Andolsheim;246800726;CA Colmar Agglomération
68008;Appenwihr;200066025;CC Pays Rhin - Brisach
68009;Artzenheim;200066025;CC Pays Rhin - Brisach
68010;Aspach;200066041;CC Sundgau
68011;Aspach-le-Bas;200036465;CC de Thann-Cernay
68012;Aspach-Michelbach;200036465;CC de Thann-Cernay
68013;Attenschwiller;200066058;CA Saint-Louis Agglomération
68014;Aubure;246800577;CC du Pays de Ribeauvillé
68015;Baldersheim;200066009;CA Mulhouse Alsace Agglomération
68016;Balgau;200066025;CC Pays Rhin - Brisach
68017;Ballersdorf;200066033;CC Sud Alsace Largue
68018;Balschwiller;200066033;CC Sud Alsace Largue
68019;Baltzenheim;200066025;CC Pays Rhin - Brisach
68020;Bantzenheim;200066009;CA Mulhouse Alsace Agglomération
68021;Bartenheim;200066058;CA Saint-Louis Agglomération
68022;Battenheim;200066009;CA Mulhouse Alsace Agglomération
68023;Beblenheim;246800577;CC du Pays de Ribeauvillé
68024;Bellemagny;200066033;CC Sud Alsace Largue
68025;Bendorf;200066041;CC Sundgau
68026;Bennwihr;246800577;CC du Pays de Ribeauvillé
68027;Berentzwiller;200066041;CC Sundgau
68028;Bergheim;246800577;CC du Pays de Ribeauvillé
68029;Bergholtz;246800569;CC de la Région de Guebwiller
68030;Bergholtzzell;246800569;CC de la Région de Guebwiller
68032;Berrwiller;200066009;CA Mulhouse Alsace Agglomération
68033;Bettendorf;200066041;CC Sundgau
68034;Bettlach;200066041;CC Sundgau
68035;Biederthal;200066041;CC Sundgau
68036;Biesheim;200066025;CC Pays Rhin - Brisach
68037;Biltzheim;246800445;CC du Centre du Haut-Rhin
68038;Bischwihr;246800726;CA Colmar Agglomération
68039;Bisel;200066041;CC Sundgau
68040;Bitschwiller-lès-Thann;200036465;CC de Thann-Cernay
68041;Blodelsheim;200066025;CC Pays Rhin - Brisach
68042;Blotzheim;200066058;CA Saint-Louis Agglomération
68043;Bollwiller;200066009;CA Mulhouse Alsace Agglomération
68044;Le Bonhomme;246800551;CC de la Vallée de Kaysersberg
68045;Bourbach-le-Bas;200036465;CC de Thann-Cernay
68046;Bourbach-le-Haut;200036465;CC de Thann-Cernay
68049;Bouxwiller;200066041;CC Sundgau
68050;Bréchaumont;200066033;CC Sud Alsace Largue
68051;Breitenbach-Haut-Rhin;246800585;CC de la Vallée de Munster
68052;Bretten;200066033;CC Sud Alsace Largue
68054;Brinckheim;200066058;CA Saint-Louis Agglomération
68055;Bruebach;200066009;CA Mulhouse Alsace Agglomération
68056;Brunstatt-Didenheim;200066009;CA Mulhouse Alsace Agglomération
68057;Buethwiller;200066033;CC Sud Alsace Largue
68058;Buhl;246800569;CC de la Région de Guebwiller
68059;Burnhaupt-le-Bas;246800676;CC de la Vallée de la Doller et du Soultzbach
68060;Burnhaupt-le-Haut;246800676;CC de la Vallée de la Doller et du Soultzbach
68061;Buschwiller;200066058;CA Saint-Louis Agglomération
68062;Carspach;200066041;CC Sundgau
68063;Cernay;200036465;CC de Thann-Cernay
68064;Chalampé;200066009;CA Mulhouse Alsace Agglomération
68065;Chavannes-sur-l'Étang;200066033;CC Sud Alsace Largue
68066;Colmar;246800726;CA Colmar Agglomération
68067;Courtavon;200066041;CC Sundgau
68068;Dannemarie;200066033;CC Sud Alsace Largue
68069;Dessenheim;200066025;CC Pays Rhin - Brisach
68071;Diefmatten;200066033;CC Sud Alsace Largue
68072;Dietwiller;200066009;CA Mulhouse Alsace Agglomération
68073;Dolleren;246800676;CC de la Vallée de la Doller et du Soultzbach
68074;Durlinsdorf;200066041;CC Sundgau
68075;Durmenach;200066041;CC Sundgau
68076;Durrenentzen;200066025;CC Pays Rhin - Brisach
68077;Eglingen;200066033;CC Sud Alsace Largue
68078;Eguisheim;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68079;Elbach;200066033;CC Sud Alsace Largue
68080;Emlingen;200066041;CC Sundgau
68081;Saint-Bernard;200066041;CC Sundgau
68082;Ensisheim;246800445;CC du Centre du Haut-Rhin
68083;Eschbach-au-Val;246800585;CC de la Vallée de Munster
68084;Eschentzwiller;200066009;CA Mulhouse Alsace Agglomération
68085;Eteimbes;200066033;CC Sud Alsace Largue
68086;Falkwiller;200066033;CC Sud Alsace Largue
68087;Feldbach;200066041;CC Sundgau
68088;Feldkirch;200066009;CA Mulhouse Alsace Agglomération
68089;Fellering;246800205;CC de la Vallée de Saint-Amarin
68090;Ferrette;200066041;CC Sundgau
68091;Fessenheim;200066025;CC Pays Rhin - Brisach
68092;Fislis;200066041;CC Sundgau
68093;Flaxlanden;200066009;CA Mulhouse Alsace Agglomération
68094;Folgensbourg;200066058;CA Saint-Louis Agglomération
